ID,ENTRYTYPE,doi,journal,title,year,volume,number,pages,url,author,language,cited_by,dblp_key
001225,article,,Journal of Management Information Systems,The Last Research Mile - Achieving Both Rigor and Relevance in Information Systems Research,2015,32,3,,http://www.jmis-web.org/articles/1257,"Nunamaker Jr., Jay F. and Briggs, Robert O. and Derrick, Douglas C. and Schwabe, Gerhard",,,https://dblp.org/rec/journals/jmis/NunamakerBDS15
001226,article,,Journal of Management Information Systems,A Taxonomy of Evaluation Methods for Information Systems Artifacts,2015,32,3,,http://www.jmis-web.org/articles/1264,"Prat, Nicolas and Comyn-Wattiau, Isabelle and Akoka, Jacky",,,https://dblp.org/rec/journals/jmis/PratCA15
001227,article,,Journal of Management Information Systems,Enhancing Predictive Analytics for Anti-Phishing by Exploiting Website Genre Information,2015,31,4,,http://www.jmis-web.org/articles/1225,"Abbasi, Ahmed and Zahedi, Fatemeh ""Mariam"" and Zeng, Daniel and Chen, Yan and Chen, Hsinchun and Nunamaker Jr., Jay F.",,,https://dblp.org/rec/journals/jmis/AbbasiZZCCN15
001228,article,,Journal of Management Information Systems,Bundling Effects on Variety Seeking for Digital Information Goods,2015,31,4,,http://www.jmis-web.org/articles/1227,"Adomavicius, Gediminas and Bockstedt, Jesse C. and Curley, Shawn P.",,,https://dblp.org/rec/journals/jmis/AdomaviciusBC15
001229,article,,Journal of Management Information Systems,Employees' Exploration of Complex Systems - An Integrative View,2015,32,1,,http://www.jmis-web.org/articles/1242,"Liang, Huigang and Peng, Zeyu and Xue, Yajiong and Guo, Xitong and Wang, Nengmin",,,https://dblp.org/rec/journals/jmis/LiangPXGW15
001230,article,,Journal of Management Information Systems,Robustness of Multiple Indicators in Automated Screening Systems for Deception Detection,2015,32,4,,http://www.jmis-web.org/articles/1273,"Twyman, Nathan W. and Proudfoot, Jeffrey Gainer and Schuetzler, Ryan M. and Elkins, Aaron C. and Derrick, Douglas C.",,,https://dblp.org/rec/journals/jmis/TwymanPSED15
001231,article,,Journal of Management Information Systems,A Multilevel Approach to Examine Employees' Loyal Use of ERP Systems in Organizations,2015,32,4,,http://www.jmis-web.org/articles/1271,"Yen, HsiuJu Rebecca and Hu, Paul Jen-Hwa and Hsu, Sheila Hsuan-Yu and Li, Eldon Y.",,,https://dblp.org/rec/journals/jmis/YenHHL15
001232,article,,Journal of Management Information Systems,Special Section - Cognitive Perspectives on Information Systems,2015,31,4,,http://www.jmis-web.org/articles/1221,"Briggs, Robert O.",,,https://dblp.org/rec/journals/jmis/Briggs15
001233,article,,Journal of Management Information Systems,"Family Preferences Concerning Online Privacy, Data Mining, and Targeted Ads - Regulatory Implications",2015,32,2,,http://www.jmis-web.org/articles/1245,"Clemons, Eric K. and Wilson, Joshua S.",,,https://dblp.org/rec/journals/jmis/ClemonsW15
001234,article,,Journal of Management Information Systems,Task Division for Team Success in Crowdsourcing Contests - Resource Allocation and Alignment Effects,2015,32,2,,http://www.jmis-web.org/articles/1254,"Dissanayake, Indika and Zhang, Jie and Gu, Bin",,,https://dblp.org/rec/journals/jmis/DissanayakeZG15
001235,article,,Journal of Management Information Systems,Machiavellianism or Morality - Which Behavior Pays Off In Online Innovation Contests?,2015,32,3,,http://www.jmis-web.org/articles/1263,"Hutter, Katja and Füller, Johann and Hautz, Julia and Bilgram, Volker and Matzler, Kurt",,,https://dblp.org/rec/journals/jmis/HutterFHBM15
001236,article,,Journal of Management Information Systems,The Role of Dynamic Capabilities in Responding to Digital Disruption - A Factor-Based Study of the Newspaper Industry,2015,32,1,,http://www.jmis-web.org/articles/1234,"Karimi, Jahangir and Walter, Zhiping",,,https://dblp.org/rec/journals/jmis/KarimiW15
001237,article,,Journal of Management Information Systems,Are You Feeling Lonely? The Impact of Relationship Characteristics and Online Social Network Features on Loneliness,2015,31,4,,http://www.jmis-web.org/articles/1230,"Matook, Sabine and Cummings, Jeff and Bala, Hillol",,,https://dblp.org/rec/journals/jmis/MatookCB15
001238,article,,Journal of Management Information Systems,Anatomy of Successful Business Models for Complex Services - Insights from the Telemedicine Field,2015,32,3,,http://www.jmis-web.org/articles/1259,"Peters, Christoph and Blohm, Ivo and Leimeister, Jan Marco",,,https://dblp.org/rec/journals/jmis/PetersBL15
001239,article,,Journal of Management Information Systems,Social Media and Brand Purchase - Quantifying the Effects of Exposures to Earned and Owned Social Media Activities in a Two-Stage Decision Making Model,2015,32,2,,http://www.jmis-web.org/articles/1250,"Xie, Karen and Lee, Young Jin",,,https://dblp.org/rec/journals/jmis/XieL15
001240,article,,Journal of Management Information Systems,Enticing and Engaging Consumers via Online Product Presentations - The Effects of Restricted Interaction Design,2015,31,4,,http://www.jmis-web.org/articles/1228,"Yi, Cheng and Jiang, Zhenhui Jack and Benbasat, Izak",,,https://dblp.org/rec/journals/jmis/YiJB15
001241,article,,Journal of Management Information Systems,Role of Affect in Self-Disclosure on Social Network Websites - A Test of Two Competing Models,2015,32,2,,http://www.jmis-web.org/articles/1251,"Yu, Jongtae and Hu, Paul Jen-Hwa and Cheng, Tsang-Hsiang",,,https://dblp.org/rec/journals/jmis/YuHC15
001242,article,,Journal of Management Information Systems,Online Price Dispersion Revisited - How Do Transaction Prices Differ from Listing Prices?,2015,32,1,,http://www.jmis-web.org/articles/1240,"Zhao, Kexin and Zhao, Xia and Deng, Jing",,,https://dblp.org/rec/journals/jmis/ZhaoZD15
001243,article,,Journal of Management Information Systems,Design Theory for Market Surveillance Systems,2015,32,2,,http://www.jmis-web.org/articles/1252,"Li, Xin and Sun, Sherry X. and Chen, Kun and Fung, Terrance and Wang, Huaiqing",,,https://dblp.org/rec/journals/jmis/0004SCFW15
001244,article,,Journal of Management Information Systems,Strategic Relevance of Organizational Virtues Enabled by Information Technology in Organizational Innovation,2015,32,3,,http://www.jmis-web.org/articles/1262,"Chatterjee, Sutirtha and Moody, Gregory D. and Lowry, Paul Benjamin and Chakraborty, Suranjan and Hardin, Andrew M.",,,https://dblp.org/rec/journals/jmis/ChatterjeeMLCH15
001245,article,,Journal of Management Information Systems,How the Use of Big Data Analytics Affects Value Creation in Supply Chain Management,2015,32,4,,http://www.jmis-web.org/articles/1267,"Chen, Daniel Q. and Preston, David S. and Swink, Morgan",,,https://dblp.org/rec/journals/jmis/ChenPS15
001246,article,,Journal of Management Information Systems,Impact of Recommender System on Competition Between Personalizing and Non-Personalizing Firms,2015,31,4,,http://www.jmis-web.org/articles/1229,"Ghoshal, Abhijeet and Kumar, Subodha and Mookerjee, Vijay S.",,,https://dblp.org/rec/journals/jmis/GhoshalKM15
001247,article,,Journal of Management Information Systems,The Role of Self-Control in Information Security Violations - Insights from a Cognitive Neuroscience Perspective,2015,31,4,,http://www.jmis-web.org/articles/1222,"Hu, Qing and West, Robert and Smarandescu, Laura",,,https://dblp.org/rec/journals/jmis/HuWS15
001248,article,,Journal of Management Information Systems,"Lost in Cyberspace - The Impact of Information Scent and Time Constraints on Stress, Performance, and Attitudes Online",2015,32,1,,http://www.jmis-web.org/articles/1238,"Moody, Gregory D. and Galletta, Dennis F.",,,https://dblp.org/rec/journals/jmis/MoodyG15
001249,article,,Journal of Management Information Systems,The Impact of Organizational Commitment on Insiders' Motivation to Protect Organizational Information Assets,2015,32,4,,http://www.jmis-web.org/articles/1272,"Posey, Clay and Roberts, Tom L. and Lowry, Paul Benjamin",,,https://dblp.org/rec/journals/jmis/PoseyRL15
001250,article,,Journal of Management Information Systems,Industry-Level Analysis of Information Technology Return and Risk - What Explains the Variation?,2015,32,2,,http://www.jmis-web.org/articles/1246,"Ren, Fei and Dewan, Sanjeev",,,https://dblp.org/rec/journals/jmis/RenD15
001251,article,,Journal of Management Information Systems,Web Personalization Cues and Their Differential Effects on User Assessments of Website Value,2015,32,1,,http://www.jmis-web.org/articles/1239,"Benlian, Alexander",,,https://dblp.org/rec/journals/jmis/Benlian15
001252,article,,Journal of Management Information Systems,"It Is Not Just About Competition with ""Free"" - Differences Between Content Formats in Consumer Preferences and Willingness to Pay",2015,32,3,,http://www.jmis-web.org/articles/1260,"Berger, Benedikt and Matt, Christian and Steininger, Dennis M. and Hess, Thomas",,,https://dblp.org/rec/journals/jmis/Berger0SH15
001253,article,,Journal of Management Information Systems,Evaluating Team Collaboration Quality - The Development and Field Application of a Collaboration Maturity Model,2015,32,3,,http://www.jmis-web.org/articles/1261,"Boughzala, Imed and de Vreede, Gert-Jan",,,https://dblp.org/rec/journals/jmis/BoughzalaV15
001254,article,,Journal of Management Information Systems,Chasing Lemmings - Modeling IT-Induced Misperceptions About the Strategic Situation as a Reason for Flash Crashes,2015,31,4,,http://www.jmis-web.org/articles/1224,"Brandt, Tobias and Neumann, Dirk",,,https://dblp.org/rec/journals/jmis/BrandtN15
001255,article,,Journal of Management Information Systems,Understanding Members' Active Participation in Online Question-and-Answer Communities - A Theory and Empirical Analysis,2015,32,2,,http://www.jmis-web.org/articles/1249,"Khansa, Lara and Ma, Xiao and Liginlal, Divakaran and Kim, Sung S.",,,https://dblp.org/rec/journals/jmis/KhansaMLK15
001256,article,,Journal of Management Information Systems,"Thumbs Up, Sales Up? The Contingent Effect of Facebook Likes on Sales Performance in Social Commerce",2015,32,4,,http://www.jmis-web.org/articles/1270,"Lee, Kyunghee and Lee, Byungtae and Oh, Wonseok",,,https://dblp.org/rec/journals/jmis/LeeLO15
001257,article,,Journal of Management Information Systems,Understanding the Dynamics of Service-Oriented Architecture Implementation,2015,32,2,,http://www.jmis-web.org/articles/1247,"Li, Xitong and Madnick, Stuart E.",,,https://dblp.org/rec/journals/jmis/LiM15
001258,article,,Journal of Management Information Systems,The Paradoxes of Word of Mouth in Electronic Commerce,2015,32,4,,http://www.jmis-web.org/articles/1274,"Lin, Zhijie and Heng, Cheng-Suang",,,https://dblp.org/rec/journals/jmis/LinH15
001259,article,,Journal of Management Information Systems,Corporate Blogging and Job Performance - Effects of Work-related and Nonwork-related Participation,2015,32,4,,http://www.jmis-web.org/articles/1275,"Lu, Benjiang and Guo, Xunhua and Luo, Nianlong and Chen, Guoqing",,,https://dblp.org/rec/journals/jmis/LuGLC15
001260,article,,Journal of Management Information Systems,Push or Pull? A Website's Strategic Choice of Content Delivery Mechanism,2015,32,1,,http://www.jmis-web.org/articles/1241,"Ma, Dan",,,https://dblp.org/rec/journals/jmis/Ma15
001261,article,,Journal of Management Information Systems,The Impact of Firm Learning on Value Creation in Strategic Outsourcing Relationships,2015,32,1,,http://www.jmis-web.org/articles/1233,"Mani, Deepa and Barua, Anitesh",,,https://dblp.org/rec/journals/jmis/ManiB15
001262,article,,Journal of Management Information Systems,Knowledge Integration in Outsourced Software Development - The Role of Sentry and Guard Processes,2015,32,1,,http://www.jmis-web.org/articles/1235,"Mehta, Nikhil and Bharadwaj, Anandhi",,,https://dblp.org/rec/journals/jmis/MehtaB15
001263,article,,Journal of Management Information Systems,Contextualized Relationship Between Knowledge Sharing and Performance in Software Development,2015,32,2,,http://www.jmis-web.org/articles/1248,"Ozer, Muammer and Vogel, Doug",,,https://dblp.org/rec/journals/jmis/OzerV15
001264,article,,Journal of Management Information Systems,Two Formulas for Success in Social Media - Learning and Network Effects,2015,32,4,,http://www.jmis-web.org/articles/1269,"Qiu, Liangfei and Tang, Qian and Whinston, Andrew B.",,,https://dblp.org/rec/journals/jmis/QiuTW15
001265,article,,Journal of Management Information Systems,Competition Between Open Source and Proprietary Software - Strategies for Survival,2015,32,3,,http://www.jmis-web.org/articles/1265,"Sacks, Michael",,,https://dblp.org/rec/journals/jmis/Sacks15
001266,article,,Journal of Management Information Systems,Estimating the Contextual Risk of Data Breach - An Empirical Approach,2015,32,2,,http://www.jmis-web.org/articles/1253,"Sen, Ravi and Borle, Sharad",,,https://dblp.org/rec/journals/jmis/SenB15
001267,article,,Journal of Management Information Systems,Exploitation and Exploration Networks in Open Source Software Development - An Artifact-Level Analysis,2015,32,1,,http://www.jmis-web.org/articles/1236,"Temizkan, Orcun and Kumar, Ram L.",,,https://dblp.org/rec/journals/jmis/TemizkanK15
001268,article,,Journal of Management Information Systems,Platform Desertion by App Developers,2015,32,4,,http://www.jmis-web.org/articles/1268,"Tiwana, Amrit",,,https://dblp.org/rec/journals/jmis/Tiwana15
001269,article,,Journal of Management Information Systems,Editorial Introduction,2015,31,4,,http://www.jmis-web.org/articles/1220,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass15
001270,article,,Journal of Management Information Systems,Editorial Introduction,2015,32,1,,http://www.jmis-web.org/articles/1232,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass15a
001271,article,,Journal of Management Information Systems,Editorial Introduction,2015,32,2,,http://www.jmis-web.org/articles/1243,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass15b
001272,article,,Journal of Management Information Systems,Editorial Introduction,2015,32,3,,http://www.jmis-web.org/articles/1255,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass15c
001273,article,,Journal of Management Information Systems,Editorial Introduction,2015,32,4,,http://www.jmis-web.org/articles/1266,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass15d
001274,article,,Journal of Management Information Systems,Special Section - When Machine Meets Society - Social Impacts of Information and Information Economics,2016,33,2,,http://www.jmis-web.org/articles/1289,"Clemons, Eric K. and Dewan, Rajiv M. and Kauffman, Robert J. and Weber, Thomas A.",,,https://dblp.org/rec/journals/jmis/ClemonsDKW16
001275,article,,Journal of Management Information Systems,Understanding Information Systems Integration Deficiencies in Mergers and Acquisitions - A Configurational Perspective,2016,33,4,,http://www.jmis-web.org/articles/1312,"Henningsson, Stefan and Kettinger, William J.",,,https://dblp.org/rec/journals/jmis/HenningssonK16
