ID,ENTRYTYPE,doi,journal,title,year,volume,number,pages,url,author,language,dblp_key,metadata_source
000913,article,10.1080/0960085X.2020.1802358,European Journal of Information Systems,Information Technology and the pandemic - a preliminary multinational analysis of the impact of mobile tracking technology on the COVID-19 contagion control,2020,29,4,,,"Urbaczewski, Andrew and Lee, Young-Jin",,https://dblp.org/rec/journals/ejis/UrbaczewskiL20,DBLP
000914,article,10.1080/0960085X.2020.1761272,European Journal of Information Systems,Exploring smartness in public sector innovation - creating smart public services with the Internet of Things,2020,29,4,,,"Velsberg, Ott and Westergren, Ulrika H. and Jonsson, Katrin",,https://dblp.org/rec/journals/ejis/VelsbergWJ20,DBLP
000915,article,10.1080/0960085X.2020.1762127,European Journal of Information Systems,Enabling collaboration and innovation in Denver's smart city through a living lab - a social capital perspective,2020,29,4,,,"Bartelt, Valerie L. and Urbaczewski, Andrew and Mueller, Andrew G. and Sarker, Suprateek",,https://dblp.org/rec/journals/ejis/BarteltUMS20,DBLP
000916,article,10.1080/0960085X.2020.1814989,European Journal of Information Systems,IT-enabled innovation in the public sector - introduction to the special issue,2020,29,4,,,"Benbunan-Fich, Raquel and Desouza, Kevin C. and Andersen, Kim Normann",,https://dblp.org/rec/journals/ejis/Benbunan-FichDA20,DBLP
000917,article,10.1080/0960085X.2020.1742587,European Journal of Information Systems,Detection of early warning signals for overruns in IS projects - linguistic analysis of business case language,2020,29,2,,,"Benschop, Nick and Hilhorst, Cokky A. R. and Nuijten, Arno L. P. and Keil, Mark",,https://dblp.org/rec/journals/ejis/BenschopHNK20,DBLP
000918,article,10.1080/0960085X.2020.1832868,European Journal of Information Systems,Exploitation and exploration of IT in times of pandemic - from dealing with emergency to institutionalising crisis practices,2020,29,6,,,"Carugati, Andrea and Mola, Lapo and Plé, Loïc and Lauwers, Marion and Giangreco, Antonio",,https://dblp.org/rec/journals/ejis/CarugatiMPLG20,DBLP
000919,article,10.1080/0960085X.2020.1782276,European Journal of Information Systems,"Orchestrating automation and sharing in DevOps teams - a revelatory case of job satisfaction factors, risk and work conditions",2020,29,5,,,"Hemon, Aymeric and Rowe, Frantz and Monnier-Senicourt, Laetitia",,https://dblp.org/rec/journals/ejis/HemonRM20,DBLP
000920,article,10.1080/0960085X.2020.1831834,European Journal of Information Systems,The evolution of software development orchestration - current state and an agenda for future research,2020,29,5,,,"Maruping, Likoebe M. and Matook, Sabine",,https://dblp.org/rec/journals/ejis/MarupingM20,DBLP
000921,article,10.1080/0960085X.2020.1718008,European Journal of Information Systems,The impact of control styles and control modes on individual-level outcomes - a first test of the integrated IS project control theory,2020,29,2,,,"Remus, Ulrich and Wiener, Martin and Saunders, Carol and Mähring, Magnus",,https://dblp.org/rec/journals/ejis/RemusWSM20,DBLP
000922,article,10.1080/0960085X.2020.1819898,European Journal of Information Systems,Digital contact-tracing adoption in the COVID-19 pandemic - IT governance for collective action at the societal level,2020,29,6,,,"Riemer, Kai and Ciriello, Raffaele and Peter, Sandra and Schlagwein, Daniel",,https://dblp.org/rec/journals/ejis/RiemerCPS20,DBLP
000923,article,10.1080/0960085X.2020.1814171,European Journal of Information Systems,Resilience against crises - COVID-19 and lessons from natural disasters,2020,29,5,,,"Sakurai, Mihoko and Chughtai, Hameed",,https://dblp.org/rec/journals/ejis/SakuraiC20,DBLP
000924,article,10.1080/0960085X.2020.1784046,European Journal of Information Systems,One app to trace them all? Examining app specifications for mass acceptance of contact-tracing apps,2020,29,4,,,"Trang, Simon and Trenz, Manuel and Weiger, Welf H. and Tarafdar, Monideepa and Cheung, Christy M. K.",,https://dblp.org/rec/journals/ejis/TrangTWTC20,DBLP
000925,article,10.1080/0960085X.2020.1800417,European Journal of Information Systems,An affordance perspective of team collaboration and enforced working from home during COVID-19,2020,29,4,,,"Waizenegger, Lena and McKenna, Brad and Cai, Wenjie and Bendz, Taino",,https://dblp.org/rec/journals/ejis/WaizeneggerMCB20,DBLP
000926,article,10.1080/0960085X.2020.1782275,European Journal of Information Systems,Effects of peers and network position on user participation in a firm-hosted software community - the moderating role of network centrality,2020,29,5,,,"Wang, Xiaolei and Ow, Terence T. and Liu, Luning and Feng, Yuqiang and Liang, Yuan",,https://dblp.org/rec/journals/ejis/WangOLFL20,DBLP
000927,article,10.1080/0960085X.2020.1782277,European Journal of Information Systems,Understanding how DevOps aligns development and operations - a tripartite model of intra-IT alignment,2020,29,5,,,"Wiedemann, Anna and Wiesche, Manuel and Gewald, Heiko and Krcmar, Helmut",,https://dblp.org/rec/journals/ejis/WiedemannWGK20,DBLP
000928,article,10.1080/0960085X.2020.1803154,European Journal of Information Systems,Smartphone Addiction and Conflict: An Incentive-Sensitisation Perspective of Addiction for Information Systems,2021,30,4,,,"Kuem, Jungwon and Ray, Soumya and Hsu, Pei-Fang and Khansa, Lara",,https://dblp.org/rec/journals/ejis/KuemRHK21,
000929,article,10.1080/0960085X.2021.1890530,European Journal of Information Systems,Accounting for social media effects to improve the accuracy of infection models: combatting the COVID-19 pandemic and infodemic,2021,30,3,,,"Bae, Sujin and Sung, Eunyoung and Kwon, Ohbyung",,https://dblp.org/rec/journals/ejis/BaeSK21,
000930,article,10.1080/0960085X.2020.1860656,European Journal of Information Systems,Transformative rare events: Leveraging digital affordance actualisation,2021,30,2,,,"Henningsson, Stefan and Kettinger, William J. and Zhang, Chen and Vaidyanathan, Nageswaran",,https://dblp.org/rec/journals/ejis/HenningssonKZV21,
000931,article,10.1080/0960085X.2020.1816144,European Journal of Information Systems,Design principles for learning analytics information systems in higher education,2021,30,5,,,"Nguyen, Andy and Tuunanen, Tuure and Gardner, Lesley A. and Sheridan, Don",,https://dblp.org/rec/journals/ejis/NguyenTGS21,
000932,article,10.1080/0960085X.2020.1801360,European Journal of Information Systems,Validating the coevolutionary principles of business and IS alignment via agent-based modeling,2021,30,5,,,"Zhang, Mengmeng and Chen, Honghui and Lyytinen, Kalle",,https://dblp.org/rec/journals/ejis/ZhangCL21,
000933,article,10.1080/0960085X.2020.1803775,European Journal of Information Systems,"Ownership and governance, scope, and empowerment: how does context affect enterprise systems implementation in organisations in the Arab World?",2021,30,4,,,"Bala, Hillol and Hossain, Mohammad Mobashar and Bhagwatwar, Akshay and Feng, Xuan",,https://dblp.org/rec/journals/ejis/BalaHBF21,
000934,article,10.1080/0960085X.2020.1829512,European Journal of Information Systems,Adjusting to epidemic-induced telework: empirical insights from teleworkers in France,2021,30,1,,,"Carillo, Kevin and Cachat-Rosset, Gaëlle and Marsan, Josianne and Saba, Tania and Klarsfeld, Alain",,https://dblp.org/rec/journals/ejis/CarilloCMSK21,
000935,article,10.1080/0960085X.2020.1854061,European Journal of Information Systems,Instrumental aspects of play at work in information technology organisations,2021,30,6,,,"Chughtai, Hameed",,https://dblp.org/rec/journals/ejis/Chughtai21a,
000936,article,10.1080/0960085X.2021.1884009,European Journal of Information Systems,Introducing platform ecosystem resilience: leveraging mobility platforms and their ecosystems for the new normal during COVID-19,2021,30,3,,,"Flötgen, Rob Jago and Strauss, Jana and Weking, Jörg and Hein, Andreas and Urmetzer, Florian and Böhm, Markus and Krcmar, Helmut",,https://dblp.org/rec/journals/ejis/FlotgenSWHUBK21,
000937,article,10.1080/0960085X.2020.1779621,European Journal of Information Systems,Complementor dedication in platform ecosystems: rule adequacy and the moderating role of flexible and benevolent practices,2021,30,3,,,"Hurni, Thomas and Huber, Thomas L. and Dibbern, Jens and Krancher, Oliver",,https://dblp.org/rec/journals/ejis/HurniHDK21,
000938,article,10.1080/0960085X.2020.1793697,European Journal of Information Systems,A proposal for minimum reusability evaluation of design principles,2021,30,3,,,"Iivari, Juhani and Hansen, Magnus Rotvit Perlt and Haj-Bolouri, Amir",,https://dblp.org/rec/journals/ejis/IivariHH21,
000939,article,10.1080/0960085X.2020.1793696,European Journal of Information Systems,Using susceptibility claims to motivate behaviour change in IT security,2021,30,1,,,"Jensen, Matthew L. and Durcikova, Alexandra and Wright, Ryan T.",,https://dblp.org/rec/journals/ejis/JensenDW21,
000940,article,10.1080/0960085X.2021.1920857,European Journal of Information Systems,Privacy concerns and digital government: exploring citizen willingness to adopt the COVIDSafe app,2021,30,4,,,"Lin, Jiesen and Carter, Lemuria D. and Liu, Dapeng",,https://dblp.org/rec/journals/ejis/LinCL21,
000941,article,10.1080/0960085X.2020.1863752,European Journal of Information Systems,Preventing the digital scars of COVID-19,2021,30,2,,,"Marabelli, Marco and Vaast, Emmanuelle and Li, Jingyao Lydia",,https://dblp.org/rec/journals/ejis/MarabelliVL21,
000942,article,10.1080/0960085X.2020.1787109,European Journal of Information Systems,Bitcoin investment: a mixed methods study of investment motivations,2021,30,3,,,"Mattke, Jens and Maier, Christian and Reis, Lea and Weitzel, Tim",,https://dblp.org/rec/journals/ejis/MattkeMRW21,
000943,article,10.1080/0960085X.2020.1811786,European Journal of Information Systems,Sustainability Design Principles for a Wildlife Management Analytics System: An Action Design Research,2021,30,4,,,"Pan, Shan L. and Li, Mingwei and Pee, L. G. and Sandeep, M. S.",,https://dblp.org/rec/journals/ejis/PanLPS21,
000944,article,10.1080/0960085X.2020.1863751,European Journal of Information Systems,Designing for the future in the age of pandemics: a future-ready design research (FRDR) process,2021,30,2,,,"Pee, L. G. and Pan, Shan L. and Wang, Jingyuan and Wu, Junjie",,https://dblp.org/rec/journals/ejis/PeePWW21,
000945,article,10.1080/0960085X.2020.1841573,European Journal of Information Systems,When your data has COVID-19: how the changing context disrupts data collection and what to do about it,2021,30,1,,,"Prommegger, Barbara and Thatcher, Jason Bennett and Wiesche, Manuel and Krcmar, Helmut",,https://dblp.org/rec/journals/ejis/PrommeggerTWK21,
000946,article,10.1080/0960085X.2021.1907235,European Journal of Information Systems,Improving the state-tracking ability of corona dashboards,2021,30,5,,,"Recker, Jan",,https://dblp.org/rec/journals/ejis/Recker21,
000947,article,10.1080/0960085X.2020.1857666,European Journal of Information Systems,Digital transformation in family-owned Mittelstand firms: A dynamic capabilities perspective,2021,30,6,,,"Soluk, Jonas and Kammerlander, Nadine",,https://dblp.org/rec/journals/ejis/SolukK21,
000948,article,10.1080/0960085X.2020.1850186,European Journal of Information Systems,The show must go on - virtualisation of sport events during the COVID-19 pandemic,2021,30,2,,,"Westmattelmann, Daniel and Grotenhermen, Jan-Gerrit and Sprenger, Marius and Schewe, Gerhard",,https://dblp.org/rec/journals/ejis/WestmattelmannG21,
000949,article,10.1080/0960085X.2020.1816146,European Journal of Information Systems,Exposing patterns of adult solicitor behaviour: towards a theory of control within the cybersexual abuse of youth,2021,30,6,,,"Barber, Connie S. and Bettez, Silvia Cristina",,https://dblp.org/rec/journals/ejis/BarberB21,
000950,article,10.1080/0960085X.2020.1746202,European Journal of Information Systems,Taking the human body seriously,2021,30,1,,,"Chughtai, Hameed",,https://dblp.org/rec/journals/ejis/Chughtai21,
000951,article,10.1080/0960085X.2020.1750309,European Journal of Information Systems,Partnering for prosperity: small IT vendor partnership formation and the establishment of partner pools,2021,30,2,,,"Findikoglu, Melike and Ranganathan, Chandrasekaran and Watson-Manheim, Mary Beth",,https://dblp.org/rec/journals/ejis/FindikogluRW21,
000952,article,10.1080/0960085X.2020.1841572,European Journal of Information Systems,Productive and connected while working from home: what client-facing remote workers can learn from telenurses about 'belonging through technology',2021,30,1,,,"Hafermalz, Ella and Riemer, Kai",,https://dblp.org/rec/journals/ejis/HafermalzR21,
000953,article,10.1080/0960085X.2020.1747365,European Journal of Information Systems,"Digital M&A, digital innovation, and firm performance: an empirical investigation",2021,30,1,,,"Hanelt, André and Firk, Sebastian and Hildebrandt, Björn and Kolbe, Lutz M.",,https://dblp.org/rec/journals/ejis/HaneltFHK21,
000954,article,10.1080/0960085X.2020.1756701,European Journal of Information Systems,Curbing cyberloafing: studying general and specific deterrence effects with field evidence,2021,30,2,,,"Hensel, Przemyslaw G. and Kacprzak, Agnieszka",,https://dblp.org/rec/journals/ejis/HenselK21,
000955,article,10.1080/0960085X.2020.1816145,European Journal of Information Systems,From semantics to pragmatics: where IS can lead in Natural Language Processing (NLP) research,2021,30,5,,,"Li, Yan and Thomas, Manoj A. and Liu, Dapeng",,https://dblp.org/rec/journals/ejis/LiTL21,
000956,article,10.1080/0960085X.2021.1891004,European Journal of Information Systems,Small business digital transformation in the context of the pandemic,2021,30,4,,,"Mandviwalla, Munir and Flanagan, Richard",,https://dblp.org/rec/journals/ejis/MandviwallaF21,
000957,article,10.1080/0960085X.2020.1832867,European Journal of Information Systems,Complementary Technology Traces in Software Practice: A Retrospective Reflection over Sixteen Years of Evolution at Ericsson,2021,30,6,,,"Mathiassen, Lars and Sandberg, Anna",,https://dblp.org/rec/journals/ejis/MathiassenS21,
