ID,ENTRYTYPE,file,doi,grobid-version,journal,title,volume,number,author,year,note
0000001063,article,data/pdfs/8_4/Swan1999_The Illusion Of Best.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The illusion of 'best practice' in information systems for operations management,8,4,"Swan, J. and Newell, S. and Robertson, M.",,
0000001064,article,data/pdfs/30_2/HenningssonKettingerZhangEtAl2021.pdf,10.1080/0960085X.2020.1860656,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Transformative rare events: Leveraging digital affordance actualisation,30,2,"Henningsson, Stefan and Kettinger, William J and Zhang, Chen and Vaidyanathan, Nageswaran and Ågerfalk, Pär and Conboy, Kieran and Myers, Michael",,
0000001065,article,data/pdfs/14_5/DeMarco2005.pdf,10.1057/PALGRAVE.EJIS.3000553,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A portrait of a scientist,14,5,"De Marco, Marco",,
0000001066,article,data/pdfs/4_4/Walsham1996_Editorial.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,4,4,"Walsham, Geoff",,
0000001067,article,data/pdfs/1_1/Jaakkola.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information technology and changes in industry,1,1,"Jaakkola, H. and Tenhunen, H. and Latvala, A.",,
0000001068,article,data/pdfs/13_2/Paul2004b.pdf,10.1057/PALGRAVE.EJIS.3000495,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Time, experience and change",13,2,"Paul, Ray J",,
0000001069,article,data/pdfs/4_1/Hitchmanna_Practitioner Percep.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Practitioner perceptions on the use of some semantic concepts in the entity-relationship model,4,1,"Hitchman, S.",,
0000001070,article,data/pdfs/20_2/SchmidtBuxmann2011.pdf,10.1057/EJIS.2010.68,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Outcomes and success factors of enterprise IT architecture management: empirical insight from the international financial services industry,20,2,"Schmidt, Christian and Buxmann, Peter",2010,
0000001071,article,data/pdfs/16_4/NeufeldDongHiggins2007.pdf,10.1057/PALGRAVE.EJIS.3000682,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Charismatic leadership and user acceptance of information technology,16,4,"Neufeld, Derrick J and Dong, Linying and Higgins, Chris",,
0000001072,article,data/pdfs/17_6/Baskerville2008e.pdf,10.1057/EJIS.2008.54,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Introduction to the Opinion Paper: Bryant's 'The future of information systems',17,6,"Baskerville, Richard and Robinson, J. Mack",,
0000001073,article,data/pdfs/29_6/CarugatiMolaPleEtAl2020.pdf,10.1080/0960085X.2020.1832868,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Exploitation and exploration of IT in times of pandemic: from dealing with emergency to institutionalising crisis practices,29,6,"Carugati, Andrea and Mola, Lapo and Plé, Loïc and Lauwers, Marion and Giangreco, Antonio and Ågerfalk, Pär and Conboy, Kieran and Myers, Michael",,
0000001074,article,data/pdfs/3_1/Naylor_The Successful Use Of I.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The successful use of IT in SMEs on Merseyside,3,1,"Naylor, J. B and Williams, J.",,
0000001075,article,data/pdfs/22_6/Karlsson2013.pdf,10.1057/EJIS.2012.30,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Longitudinal use of method rationale in method configuration: an exploratory study,22,6,"Karlsson, Fredrik",2012,
0000001076,article,data/pdfs/15_3/BlecharConstantiouDamsgaard2006.pdf,10.1057/PALGRAVE.EJIS.3000618,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Exploring the influence of reference situations and reference pricing on mobile service user behaviour,15,3,"Blechar, Jennifer and Constantiou, Ioanna D and Damsgaard, Jan",,
0000001077,article,data/pdfs/19_6/HunterIII2010.pdf,10.1057/EJIS.2010.33,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Same technology, different outcome? Reinterpreting Barley's Technology as an Occasion for Structuring",19,6,"David, Starling and Iii, Hunter",2010,
0000001078,article,data/pdfs/20_3/Baskerville2011.pdf,10.1057/EJIS.2011.8,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Individual information systems as a research arena,20,3,"Baskerville, Richard",2011,
0000001079,article,data/pdfs/17_3/Kietzmann2008.pdf,10.1057/EJIS.2008.18,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Interactive innovation of technology for mobile work,17,3,"Kietzmann, Jan",,
0000001080,article,data/pdfs/13_4/Arnott2004.pdf,10.1057/PALGRAVE.EJIS.3000509,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Decision support systems evolution: framework, case study and research agenda",13,4,"Arnott, David",,
0000001081,article,data/pdfs/30_3/ShirishSrivastavaChandra2021.pdf,10.1080/0960085X.2021.1886614,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Impact of mobile connectivity and freedom on fake news propensity during the COVID-19 pandemic: a cross-country empirical examination,30,3,"Shirish, Anuragini and Srivastava, Shirish C and Chandra, Shalini and Ågerfalk, Pär and Conboy, Kieran and Myers, Michael",,
0000001082,article,data/pdfs/3_4/Robinson_Computer Support For .pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Computer support for meetings: formalisms for local control?,3,4,"Robinson, M.",,
0000001083,article,data/pdfs/1_4/Book_review.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,1,4,,,Book review
0000001084,article,data/pdfs/26_3/AvisonMalaurentEynaud2017.pdf,10.1057/S41303-016-0022-1,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A narrative approach to publishing information systems research: inspiration from the French New Novel tradition,26,3,"Avison, David and Malaurent, Julien and Eynaud, Philippe",2016,
0000001085,article,data/pdfs/8_2/Gottschalk1999_Strategic Infor.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Strategic information systems planning: the IT strategy implementation matrix,8,2,"Gottschalk, P.",,
0000001086,article,data/pdfs/23_6/MelasZampetakisDimopoulouEtAl2014.pdf,10.1057/EJIS.2013.23,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An empirical investigation of Technology Readiness among medical staff based in Greek hospitals,23,6,"Melas, Christos D and Zampetakis, Leonidas A and Dimopoulou, Anastasia and Moustakis, Vassilis S",2013,
0000001087,article,data/pdfs/27_6/RoweMarkus2018.pdf,10.1080/0960085X.2018.1545883,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Taking on sacred cows: openness, fair critique, and retaining value when revising classics",27,6,"Rowe, Frantz and Lynne, M. and The, Markus and Poduska, John W",,
0000001088,article,data/pdfs/26_3/LoveHirschheim2017.pdf,10.1057/S41303-017-0036-3,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Crowdsourcing of information systems research,26,3,"Love, James and Hirschheim, Rudy and Avital, Michel and Schultze, Ulrike",2017,
0000001089,article,data/pdfs/21_6/WuDu2012.pdf,10.1057/EJIS.2012.15,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Toward a better understanding of behavioral intention and system usage constructs,21,6,"Wu, Jiming and Du, Hongwei",2012,
0000001090,article,data/pdfs/7_4/Huang1998_Can A Lean E-Mail Me.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Can a lean e-mail medium be used for rich communication? A psychological perspective,7,4,"Huang, W. and Watson, R. T and Wei, K. K",,
0000001091,article,data/pdfs/1_3/Avison.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,MERISE: A European methodology for developing information systems,1,3,"Avison, D. E",,
0000001092,article,data/pdfs/21_5/DoolinMcLeod2012.pdf,10.1057/EJIS.2012.20,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Sociomateriality and boundary objects in information systems development,21,5,"Doolin, Bill and Mcleod, Laurie",2012,
0000001093,article,data/pdfs/17_2/vanderHeijden2008.pdf,10.1057/EJIS.2008.6,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Hans van der Heijden,17,2,,,
0000001094,article,data/pdfs/26_2/DernbecherBeck2017.pdf,10.1057/S41303-016-0032-Z,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The concept of mindfulness in information systems research: a multi-dimensional analysis,26,2,"Dernbecher, Sabine and Beck, Roman",2017,
0000001095,article,data/pdfs/14_4/GengatharenStanding2005.pdf,10.1057/PALGRAVE.EJIS.3000551,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A framework to assess the factors affecting success or failure of the implementation of government-supported regional e-marketplaces for SMEs,14,4,"Gengatharen, Denise E and Standing, Craig",,
0000001096,article,data/pdfs/29_5/RoweNgwenyamaRichet2020.pdf,10.1080/0960085X.2020.1803155,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Contact-tracing apps and alienation in the age of COVID-19,29,5,"Rowe, Frantz and Ngwenyama, Ojelanki and Richet, Jean-Loup and Ågerfalk, Pär and Conboy, Kieran and Myers, Michael",,
0000001097,article,data/pdfs/14_5/Fernandes2005.pdf,10.1057/PALGRAVE.EJIS.3000556,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Eureka moments in the works of Claudio Ciborra 1,14,5,"Kiran, Jude and Fernandes",,
0000001098,article,data/pdfs/26_2/MoeNewmanSein2017.pdf,10.1057/S41303-017-0035-4,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The public procurement of information systems: dialectics in requirements specification,26,2,"Moe, Carl Erik and Newman, Mike and Sein, Maung Kyaw",2017,
0000001099,article,data/pdfs/21_3/SchwarzSchwarzJungEtAl2012.pdf,10.1057/EJIS.2011.49,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Towards an understanding of assimilation in virtual worlds: the 3C approach,21,3,"Schwarz, Andrew and Schwarz, Colleen and Jung, Yoonhyuk and ˜a Pe ´rez, Begon and Wiley-Patton, Sonja",2011,
0000001100,article,data/pdfs/15_3/AvisonFitzgeraldPowell2006.pdf,10.1057/PALGRAVE.EJIS.3000625,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,15,3,"Avison, David and Fitzgerald, Guy and Powell, Philip",,
0000001101,article,data/pdfs/29_1/OsatuyiTurel2020.pdf,10.1080/0960085X.2019.1709575,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Conceptualisation and validation of system use reduction as a self-regulatory IS use behaviour,29,1,"Osatuyi, Babajide and Turel, Ofir and Rowe, Frantz and Benlian, Alexander",,
0000001102,article,data/pdfs/24_2/DattaRoumani2015.pdf,10.1057/EJIS.2014.32,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Knowledge-acquisitions and post-acquisition innovation performance: a comparative hazards model,24,2,"Datta, Pratim and Roumani, Yaman",2014,
0000001103,article,data/pdfs/20_2/HainesMann2011.pdf,10.1057/EJIS.2010.70,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A new perspective on de-individuation via computer-mediated communication,20,2,"Haines, Russell and Ellen, Joan and Mann, Cheney",2011,
0000001104,article,data/pdfs/23_5/DeryKolbMacCormick2014.pdf,10.1057/EJIS.2014.13,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Working with connective flow: how smartphone use is evolving in practice,23,5,"Dery, Kristine and Kolb, Darl and Maccormick, Judith",2014,
0000001105,article,data/pdfs/16_1/Paul2007b.pdf,10.1057/PALGRAVE.EJIS.3000668,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Change strikes back,16,1,"Paul, Ray J",,Contents
0000001106,article,data/pdfs/9_3/DamsgaardTruex2000.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Binary trading relations and the limits of EDI standards: the Procrustean bed of standards,9,3,"Damsgaard, J. and Truex, D.",,
0000001107,article,data/pdfs/24_6/BansalZahediGefen2015.pdf,10.1057/EJIS.2014.41,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The role of privacy assurance mechanisms in building trust and the moderating role of privacy concern,24,6,"Bansal, Gaurav and Mariam' Zahedi, Fatemeh ' and Gefen, David",2015,
0000001108,article,data/pdfs/29_3/BaiyereSalmelaTapanainen2020.pdf,10.1080/0960085X.2020.1718007,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Digital transformation and the new logics of business process management,29,3,"Baiyere, Abayomi and Salmela, Hannu and Tapanainen, Tommi and Mendling, Jan and Pentland, Brian T and Recker, Jan",,
0000001109,article,data/pdfs/1_4/Doyle_Problems With Strategic .pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Problems with strategic information systems frameworks,1,4,"Doyle, J. R",,
0000001110,article,data/pdfs/6_4/3000275a.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,On the classification of telework,6,4,"Lindstro, J. and Moberg, A. and Rapp, B. and ¨rgen, Jo and ¨m, Lindstro",,
0000001111,article,data/pdfs/4_3/Santhanam1995_Assessing The Qu.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Assessing the quality of institutional DSS,4,3,"Santhanam, R. and Guimaraes, T.",,
0000001112,article,data/pdfs/5_3/_Editorial.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,5,3,,,
0000001113,article,data/pdfs/4_2/Tan1995_National Culture And G.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,National culture and group support systems: filtering communication to dampen power differentials,4,2,"Tan, Bcy and Watson, R. T and Wei, Kwok-Kee",,
0000001114,article,data/pdfs/25_3/SollnerHoffmannLeimeister2016.pdf,10.1057/EJIS.2015.17,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Why different trust relationships matter for information systems users,25,3,"Söllner, Matthias and Hoffmann, Axel and Leimeister, Jan Marco",2015,
0000001115,article,data/pdfs/9_1/Sawyer2000.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Packaged software: implications of the differences from custom approaches to software development,9,1,"Sawyer, S.",,
0000001116,article,data/pdfs/30_5/ZhangChenLyytinen2021.pdf,10.1080/0960085X.2020.1801360,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Validating the coevolutionary principles of business and IS alignment via agent-based modeling,30,5,"Zhang, Mengmeng and Chen, Honghui and Lyytinen, Kalle and Ngwenyama, Ojelanki and Osei-Bryson, Kweku-Muata",,
0000001117,article,data/pdfs/1_1/Lewis.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The decision making basis for information systems: the contribution of Vickers' concept of appreciation to a soft systems perspective,1,1,"Lewis, P. J",,
0000001118,article,data/pdfs/24_4/BhattacherjeeLin2015.pdf,10.1057/EJIS.2013.36,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A unified model of IT continuance: three complementary perspectives and crossover effects,24,4,"Bhattacherjee, Anol and Lin, Chieh-Peng",2014,
0000001119,article,data/pdfs/20_1/Fink2011.pdf,10.1057/EJIS.2010.53,lfoppiano/grobid:0.8.1,European Journal of Information Systems,How do IT capabilities create strategic value? Toward greater integration of insights from reductionistic and holistic approaches,20,1,"Fink, Lior",2010,
0000001120,article,data/pdfs/1_2/Cornford.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,1,2,,,Contents
0000001121,article,data/pdfs/22_1/AbrahamBoudreauJunglasEtAl2013.pdf,10.1057/EJIS.2011.25,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Enriching our theoretical repertoire: the role of evolutionary psychology in technology acceptance,22,1,"Abraham, Chon and Boudreau, Marie-Claude and Junglas, Iris and Watson, Richard",2011,
0000001122,article,data/pdfs/20_3/LewisMathiassenRai2011.pdf,10.1057/EJIS.2011.5,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Scalable growth in IT-enabled service provisioning: a sensemaking perspective,20,3,"Lewis, Mark O and Mathiassen, Lars and Rai, Arun",2011,
0000001123,article,data/pdfs/30_1/Myers2021b.pdf,10.1080/0960085X.2021.1889346,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The way forward,30,1,"Kotlarsky, Julia and Mikalef, Patrick and Mishra, Jyoti and Nah, Fiona and Myers, Michael D",,
